SerialNo,Season,Name,Role,Price,Team
1,2024,Avanish Rao Aravelly ,Wicket-Keeper ,2000000.0, Chennai Super Kings
2,2024,Mustafizur Rahman ,Bowler ,20000000.0, Chennai Super Kings
3,2024,Daryl Mitchell ,All-Rounder ,140000000.0, Chennai Super Kings
4,2024,Sameer Rizvi ,Batter ,84000000.0, Chennai Super Kings
5,2024,Rachin Ravindra ,All-Rounder ,18000000.0, Chennai Super Kings
6,2024,Shardul Thakur ,All-Rounder ,40000000.0, Chennai Super Kings
7,2024,Ricky Bhui ,Wicket-Keeper ,2000000.0, Delhi Capitals
8,2024,Sumit Kumar ,All-Rounder ,10000000.0, Delhi Capitals
9,2024,Swastik Chhikara ,Batter ,2000000.0, Delhi Capitals
10,2024,Jhye Richardson ,Bowler ,50000000.0, Delhi Capitals
11,2024,Shai Hope ,Wicket-Keeper ,7500000.0, Delhi Capitals
12,2024,Rasikh Dar ,Bowler ,2000000.0, Delhi Capitals
13,2024,Kumar Kushagra ,Wicket-Keeper ,72000000.0, Delhi Capitals
14,2024,Tristan Stubbs ,Wicket-Keeper ,5000000.0, Delhi Capitals
15,2024,Harry Brook ,Batter ,40000000.0, Delhi Capitals
16,2024,Kartik Tyagi ,Bowler ,6000000.0, Gujarat Titans
17,2024,Spencer Johnson ,Bowler ,100000000.0, Gujarat Titans
18,2024,Manav Suthar ,Bowler ,2000000.0, Gujarat Titans
19,2024,Robin Minz ,Wicket-Keeper ,36000000.0, Gujarat Titans
20,2024,Sushant Mishra ,Bowler ,22000000.0, Gujarat Titans
21,2024,Azmatullah Omarzai ,All-Rounder ,5000000.0, Gujarat Titans
22,2024,Shahrukh Khan ,All-Rounder ,74000000.0, Gujarat Titans
23,2024,Umesh Yadav ,Bowler ,58000000.0, Gujarat Titans
24,2024,Mujeeb Rahman ,Bowler ,20000000.0, Kolkata Knight Riders
25,2024,Manish Pandey ,Batter ,5000000.0, Kolkata Knight Riders
26,2024,Gus Atkinson ,Bowler ,10000000.0, Kolkata Knight Riders
27,2024,Angkrish Raghuvanshi ,Batter ,2000000.0, Kolkata Knight Riders
28,2024,Mitchell  Starc ,Bowler ,247500000.0, Kolkata Knight Riders
29,2024,Sherfane Rutherford ,Batter ,15000000.0, Kolkata Knight Riders
30,2024,Ramandeep  Singh ,All-Rounder ,2000000.0, Kolkata Knight Riders
31,2024,K.S. Bharat ,Wicket-Keeper ,5000000.0, Kolkata Knight Riders
32,2024,Chetan Sakariya ,Bowler ,5000000.0, Kolkata Knight Riders
33,2024,Sakib Hussain ,Bowler ,2000000.0, Kolkata Knight Riders
34,2024,Ashton Turner ,Batter ,10000000.0, Lucknow Super Giants
35,2024,David Willey  ,All-Rounder ,20000000.0, Lucknow Super Giants
36,2024,M. Siddharth ,Bowler ,24000000.0, Lucknow Super Giants
37,2024,Shivam  Mavi ,Bowler ,64000000.0, Lucknow Super Giants
38,2024,Arshin Kulkarni ,All-Rounder ,2000000.0, Lucknow Super Giants
39,2024,Mohd. Arshad Khan ,All-Rounder ,2000000.0, Lucknow Super Giants
40,2024,Dilshan Madushanka ,Bowler ,46000000.0, Mumbai Indians
41,2024,Shreyas Gopal ,Bowler ,2000000.0, Mumbai Indians
42,2024,Shivalik Sharma ,All-Rounder ,2000000.0, Mumbai Indians
43,2024,Anshul Kamboj ,All-Rounder ,2000000.0, Mumbai Indians
44,2024,Mohammad Nabi ,All-Rounder ,15000000.0, Mumbai Indians
45,2024,Naman Dhir ,All-Rounder ,2000000.0, Mumbai Indians
46,2024,Nuwan Thushara ,Bowler ,48000000.0, Mumbai Indians
47,2024,Gerald Coetzee ,All-Rounder ,50000000.0, Mumbai Indians
48,2024,Chris Woakes  ,All-Rounder ,42000000.0, Punjab Kings
49,2024,Tanay Thyagarajann ,All-Rounder ,2000000.0, Punjab Kings
50,2024,Vishwanath Pratap Singh ,All-Rounder ,2000000.0, Punjab Kings
51,2024,Ashutosh Sharma ,All-Rounder ,2000000.0, Punjab Kings
52,2024,Shashank  Singh ,Batter ,2000000.0, Punjab Kings
53,2024,Rilee Rossouw ,Batter ,80000000.0, Punjab Kings
54,2024,Prince Choudhary ,Bowler ,2000000.0, Punjab Kings
55,2024,Harshal Patel ,All-Rounder ,117500000.0, Punjab Kings
56,2024,Shubham Dubey ,Batter ,58000000.0, Rajasthan Royals
57,2024,Rovman Powell ,Batter ,74000000.0, Rajasthan Royals
58,2024,Abid Mushtaq ,All-Rounder ,2000000.0, Rajasthan Royals
59,2024,Nandre Burger ,Bowler ,5000000.0, Rajasthan Royals
60,2024,Tom Kohler-Cadmore ,Wicket-Keeper ,4000000.0, Rajasthan Royals
61,2024,Lockie Ferguson ,Bowler ,20000000.0, Royal Challengers Bengaluru
62,2024,Tom Curran ,All-Rounder ,15000000.0, Royal Challengers Bengaluru
63,2024,Saurav Chuahan ,Batter ,2000000.0, Royal Challengers Bengaluru
64,2024,Alzarri Joseph ,Bowler ,115000000.0, Royal Challengers Bengaluru
65,2024,Swapnil Singh ,All-Rounder ,2000000.0, Royal Challengers Bengaluru
66,2024,Yash  Dayal ,Bowler ,50000000.0, Royal Challengers Bengaluru
67,2024,Jhathavedh Subramanyan ,Bowler ,2000000.0, Sunrisers Hyderabad
68,2024,Akash Singh ,Bowler ,2000000.0, Sunrisers Hyderabad
69,2024,Jaydev Unadkat ,Bowler ,16000000.0, Sunrisers Hyderabad
70,2024,Wanindu Hasaranga ,All-Rounder ,15000000.0, Sunrisers Hyderabad
71,2024,Pat Cummins ,All-Rounder ,205000000.0, Sunrisers Hyderabad
72,2024,Travis Head ,Batter ,68000000.0, Sunrisers Hyderabad
73,2023,Ajinkya Rahane ,Batter ,5000000.0, Chennai Super Kings
74,2023,Bhagath Varma ,All-Rounder ,2000000.0, Chennai Super Kings
75,2023,Kyle Jamieson ,Bowler ,10000000.0, Chennai Super Kings
76,2023,Ajay Mandal ,All-Rounder ,2000000.0, Chennai Super Kings
77,2023,Nishant Sindhu ,All-Rounder ,6000000.0, Chennai Super Kings
78,2023,Shaik Rasheed ,Batter ,2000000.0, Chennai Super Kings
79,2023,Ben Stokes ,All-Rounder ,162500000.0, Chennai Super Kings
80,2023,Phil Salt ,Wicket-Keeper ,20000000.0, Delhi Capitals
81,2023,Ishant Sharma ,Bowler ,5000000.0, Delhi Capitals
82,2023,Rilee Rossouw ,Batter ,46000000.0, Delhi Capitals
83,2023,Manish Pandey ,Batter ,24000000.0, Delhi Capitals
84,2023,Mukesh Kumar ,Bowler ,55000000.0, Delhi Capitals
85,2023,Shivam Mavi ,Bowler ,60000000.0, Gujarat Titans
86,2023,K.S. Bharat ,Wicket-Keeper ,12000000.0, Gujarat Titans
87,2023,Urvil Patel ,Wicket-Keeper ,2000000.0, Gujarat Titans
88,2023,Mohit Sharma ,Bowler ,5000000.0, Gujarat Titans
89,2023,Joshua Little ,Bowler ,44000000.0, Gujarat Titans
90,2023,Kane Williamson ,Batter ,20000000.0, Gujarat Titans
91,2023,Odean Smith ,All-Rounder ,5000000.0, Gujarat Titans
92,2023,Kulwant Khejroliya ,Bowler ,2000000.0, Kolkata Knight Riders
93,2023,Shakib Al Hasan ,All-Rounder ,15000000.0, Kolkata Knight Riders
94,2023,Vaibhav Arora ,Bowler ,6000000.0, Kolkata Knight Riders
95,2023,N. Jagadeesan ,Wicket-Keeper ,9000000.0, Kolkata Knight Riders
96,2023,David Wiese ,All-Rounder ,10000000.0, Kolkata Knight Riders
97,2023,Mandeep Singh ,Batter ,5000000.0, Kolkata Knight Riders
98,2023,Litton Das ,Wicket-Keeper ,5000000.0, Kolkata Knight Riders
99,2023,Suyash Sharma ,Bowler ,2000000.0, Kolkata Knight Riders
100,2023,Amit Mishra ,Bowler ,5000000.0, Lucknow Super Giants
101,2023,Nicholas Pooran ,Wicket-Keeper ,160000000.0, Lucknow Super Giants
102,2023,Romario Shepherd ,All-Rounder ,5000000.0, Lucknow Super Giants
103,2023,Daniel Sams ,All-Rounder ,7500000.0, Lucknow Super Giants
104,2023,Swapnil Singh ,All-Rounder ,2000000.0, Lucknow Super Giants
105,2023,Yudhvir Charak ,All-Rounder ,2000000.0, Lucknow Super Giants
106,2023,Prerak Mankad ,All-Rounder ,2000000.0, Lucknow Super Giants
107,2023,Yash Thakur ,Bowler ,4500000.0, Lucknow Super Giants
108,2023,Naveen Ul Haq ,Bowler ,5000000.0, Lucknow Super Giants
109,2023,Jaydev Unadkat ,Bowler ,5000000.0, Lucknow Super Giants
110,2023,Jhye Richardson ,Bowler ,15000000.0, Mumbai Indians
111,2023,Nehal Wadhera ,All-Rounder ,2000000.0, Mumbai Indians
112,2023,Raghav Goyal ,Bowler ,2000000.0, Mumbai Indians
113,2023,Cameron Green ,All-Rounder ,175000000.0, Mumbai Indians
114,2023,Vishnu Vinod ,Wicket-Keeper ,2000000.0, Mumbai Indians
115,2023,Duan Jansen ,All-Rounder ,2000000.0, Mumbai Indians
116,2023,Piyush Chawla ,Bowler ,5000000.0, Mumbai Indians
117,2023,Shams Mulani ,All-Rounder ,2000000.0, Mumbai Indians
118,2023,Harpreet Bhatia ,Batter ,4000000.0, Punjab Kings
119,2023,Shivam Singh ,All-Rounder ,2000000.0, Punjab Kings
120,2023,Vidwath Kaverappa ,Bowler ,2000000.0, Punjab Kings
121,2023,Mohit Rathee ,All-Rounder ,2000000.0, Punjab Kings
122,2023,Sam Curran ,All-Rounder ,185000000.0, Punjab Kings
123,2023,Sikandar Raza ,All-Rounder ,5000000.0, Punjab Kings
124,2023,Jason Holder ,All-Rounder ,57500000.0, Rajasthan Royals
125,2023,Adam Zampa ,Bowler ,15000000.0, Rajasthan Royals
126,2023,Abdul P A ,All-Rounder ,2000000.0, Rajasthan Royals
127,2023,Akash Vashisht ,All-Rounder ,2000000.0, Rajasthan Royals
128,2023,Donovan Ferreira ,Wicket-Keeper ,5000000.0, Rajasthan Royals
129,2023,Kunal Rathore ,Wicket-Keeper ,2000000.0, Rajasthan Royals
130,2023,Joe Root ,Batter ,10000000.0, Rajasthan Royals
131,2023,Murugan Ashwin ,Bowler ,2000000.0, Rajasthan Royals
132,2023,K.M. Asif ,Bowler ,3000000.0, Rajasthan Royals
133,2023,Sonu Yadav ,All-Rounder ,2000000.0, Royal Challengers Bangalore
134,2023,Himanshu Sharma ,Bowler ,2000000.0, Royal Challengers Bangalore
135,2023,Avinash Singh ,Bowler ,6000000.0, Royal Challengers Bangalore
136,2023,Manoj Bhandage ,All-Rounder ,2000000.0, Royal Challengers Bangalore
137,2023,Will Jacks ,Batter ,32000000.0, Royal Challengers Bangalore
138,2023,Reece Topley ,Bowler ,19000000.0, Royal Challengers Bangalore
139,2023,Rajan Kumar ,Bowler ,7000000.0, Royal Challengers Bangalore
140,2023,Sanvir Singh ,All-Rounder ,2000000.0, Sunrisers Hyderabad
141,2023,Harry Brook ,Batter ,132500000.0, Sunrisers Hyderabad
142,2023,Heinrich Klaasen ,Wicket-Keeper ,52500000.0, Sunrisers Hyderabad
143,2023,Akeal Hosein ,Bowler ,10000000.0, Sunrisers Hyderabad
144,2023,Mayank Markande ,Bowler ,5000000.0, Sunrisers Hyderabad
145,2023,Adil Rashid ,Bowler ,20000000.0, Sunrisers Hyderabad
146,2023,Anmolpreet Singh ,Batter ,2000000.0, Sunrisers Hyderabad
147,2023,Vivrant Sharma ,All-Rounder ,26000000.0, Sunrisers Hyderabad
148,2023,Samarth Vyas ,All-Rounder ,2000000.0, Sunrisers Hyderabad
149,2023,Upendra Singh Yadav ,Wicket-Keeper ,2500000.0, Sunrisers Hyderabad
150,2023,Nitish Kumar Reddy ,Wicket-Keeper ,2000000.0, Sunrisers Hyderabad
151,2023,Mayank Agarwal ,Batter ,82500000.0, Sunrisers Hyderabad
152,2023,Mayank Dagar ,All-Rounder ,18000000.0, Sunrisers Hyderabad
153,2022,Robin Uthappa ,Batsman ,20000000.0, Chennai Super Kings
154,2022,Dwayne Bravo ,All-Rounder ,44000000.0, Chennai Super Kings
155,2022,Ambati Rayudu ,Wicket Keeper ,67500000.0, Chennai Super Kings
156,2022,Deepak Chahar ,Bowler ,140000000.0, Chennai Super Kings
157,2022,C.Hari Nishaanth ,Batsman ,2000000.0, Chennai Super Kings
158,2022,N. Jagadeesan ,Wicket Keeper ,2000000.0, Chennai Super Kings
159,2022,K.M. Asif ,Bowler ,2000000.0, Chennai Super Kings
160,2022,Tushar Deshpande ,Bowler ,2000000.0, Chennai Super Kings
161,2022,Shivam Dube ,All-Rounder ,40000000.0, Chennai Super Kings
162,2022,Chris Jordan ,All-Rounder ,36000000.0, Chennai Super Kings
163,2022,Maheesh Theekshana ,Bowler ,7000000.0, Chennai Super Kings
164,2022,Rajvardhan Hangargekar ,All-Rounder ,15000000.0, Chennai Super Kings
165,2022,Simarjeet Singh ,Bowler ,2000000.0, Chennai Super Kings
166,2022,Devon Conway ,Batsman ,10000000.0, Chennai Super Kings
167,2022,Dwaine Pretorius ,All-Rounder ,5000000.0, Chennai Super Kings
168,2022,Mitchell Santner ,All-Rounder ,19000000.0, Chennai Super Kings
169,2022,Adam Milne ,Bowler ,19000000.0, Chennai Super Kings
170,2022,Subhranshu Senapati ,Batsman ,2000000.0, Chennai Super Kings
171,2022,Mukesh Choudhary ,Bowler ,2000000.0, Chennai Super Kings
172,2022,Prashant Solanki ,Bowler ,12000000.0, Chennai Super Kings
173,2022,K.Bhagath Varma ,All-Rounder ,2000000.0, Chennai Super Kings
174,2022,David Warner ,Batsman ,62500000.0, Delhi Capitals
175,2022,Mitchell Marsh ,All-Rounder ,65000000.0, Delhi Capitals
176,2022,Mustafizur Rahman ,Bowler ,20000000.0, Delhi Capitals
177,2022,Shardul Thakur ,Bowler ,107500000.0, Delhi Capitals
178,2022,Kuldeep Yadav ,Bowler ,20000000.0, Delhi Capitals
179,2022,Ashwin Hebbar ,Batsman ,2000000.0, Delhi Capitals
180,2022,Sarfaraz Khan ,All-Rounder ,2000000.0, Delhi Capitals
181,2022,Kamlesh Nagarkoti ,All-Rounder ,11000000.0, Delhi Capitals
182,2022,K.S. Bharat ,Wicket Keeper ,20000000.0, Delhi Capitals
183,2022,Mandeep Singh ,Batsman ,11000000.0, Delhi Capitals
184,2022,Syed Khaleel Ahmed ,Bowler ,52500000.0, Delhi Capitals
185,2022,Lungisani Ngidi ,Bowler ,5000000.0, Delhi Capitals
186,2022,Chetan Sakariya ,Bowler ,42000000.0, Delhi Capitals
187,2022,Yash Dhull ,All-Rounder ,5000000.0, Delhi Capitals
188,2022,Vicky Ostwal ,All-Rounder ,2000000.0, Delhi Capitals
189,2022,Ripal Patel ,All-Rounder ,2000000.0, Delhi Capitals
190,2022,Lalit Yadav ,All-Rounder ,6500000.0, Delhi Capitals
191,2022,Rovman Powell ,Batsman ,28000000.0, Delhi Capitals
192,2022,Tim Seifert ,Wicket Keeper ,5000000.0, Delhi Capitals
193,2022,Pravin Dubey ,All-Rounder ,5000000.0, Delhi Capitals
194,2022,Mohammad Shami ,Bowler ,62500000.0, Gujarat Titans
195,2022,David Miller ,Batsman ,30000000.0, Gujarat Titans
196,2022,Jason Roy  ,Batsman ,20000000.0, Gujarat Titans
197,2022,Wriddhiman  Saha ,Wicket Keeper ,19000000.0, Gujarat Titans
198,2022,Matthew Wade ,Wicket Keeper ,24000000.0, Gujarat Titans
199,2022,Lockie Ferguson ,Bowler ,100000000.0, Gujarat Titans
200,2022,Abhinav Sadarangani ,Batsman ,26000000.0, Gujarat Titans
201,2022,Rahul Tewatia ,All-Rounder ,90000000.0, Gujarat Titans
202,2022,Noor  Ahmad ,Bowler ,3000000.0, Gujarat Titans
203,2022,R. Sai Kishore ,Bowler ,30000000.0, Gujarat Titans
204,2022,Dominic Drakes ,All-Rounder ,11000000.0, Gujarat Titans
205,2022,Vijay Shankar ,All-Rounder ,14000000.0, Gujarat Titans
206,2022,Jayant Yadav ,All-Rounder ,17000000.0, Gujarat Titans
207,2022,Darshan Nalkande ,All-Rounder ,2000000.0, Gujarat Titans
208,2022,Yash  Dayal ,Bowler ,32000000.0, Gujarat Titans
209,2022,B. Sai Sudharsan ,All-Rounder ,2000000.0, Gujarat Titans
210,2022,Gurkeerat Singh ,All-Rounder ,5000000.0, Gujarat Titans
211,2022,Alzarri Joseph ,Bowler ,24000000.0, Gujarat Titans
212,2022,Varun Aaron ,Bowler ,5000000.0, Gujarat Titans
213,2022,Pradeep Sangwan ,All-Rounder ,2000000.0, Gujarat Titans
214,2022,Pat Cummins ,All-Rounder ,72500000.0, Kolkata Knight Riders
215,2022,Shreyas Iyer ,Batsman ,122500000.0, Kolkata Knight Riders
216,2022,Mohammad  Nabi ,All-Rounder ,10000000.0, Kolkata Knight Riders
217,2022,Nitish Rana ,All-Rounder ,80000000.0, Kolkata Knight Riders
218,2022,Sam Billings  ,Wicket Keeper ,20000000.0, Kolkata Knight Riders
219,2022,Umesh Yadav ,Bowler ,20000000.0, Kolkata Knight Riders
220,2022,Shivam  Mavi ,All-Rounder ,72500000.0, Kolkata Knight Riders
221,2022,Sheldon Jackson ,Wicket Keeper ,6000000.0, Kolkata Knight Riders
222,2022,Ajinkya Rahane ,Batsman ,10000000.0, Kolkata Knight Riders
223,2022,Rinku Singh ,Batsman ,5500000.0, Kolkata Knight Riders
224,2022,Anukul Roy ,All-Rounder ,2000000.0, Kolkata Knight Riders
225,2022,Alex Hales  ,Batsman ,15000000.0, Kolkata Knight Riders
226,2022,Rasikh Dar ,Bowler ,2000000.0, Kolkata Knight Riders
227,2022,Tim Southee ,Bowler ,15000000.0, Kolkata Knight Riders
228,2022,Baba Indrajith ,Wicket Keeper ,2000000.0, Kolkata Knight Riders
229,2022,Chamika Karunaratne ,All-Rounder ,5000000.0, Kolkata Knight Riders
230,2022,Abhijeet Tomar ,Batsman ,4000000.0, Kolkata Knight Riders
231,2022,Aman Khan ,All-Rounder ,2000000.0, Kolkata Knight Riders
232,2022,Ramesh Kumar ,Batsman ,2000000.0, Kolkata Knight Riders
233,2022,Pratham Singh ,Batsman ,2000000.0, Kolkata Knight Riders
234,2022,Ashok Sharma ,Bowler ,5500000.0, Kolkata Knight Riders
235,2022,Quinton De Kock ,Wicket Keeper ,67500000.0, Lucknow Super Giants
236,2022,Manish Pandey ,Batsman ,46000000.0, Lucknow Super Giants
237,2022,Krunal Pandya ,All-Rounder ,82500000.0, Lucknow Super Giants
238,2022,Mark Wood ,Bowler ,75000000.0, Lucknow Super Giants
239,2022,Avesh Khan ,Bowler ,100000000.0, Lucknow Super Giants
240,2022,Ankit Singh Rajpoot ,Bowler ,5000000.0, Lucknow Super Giants
241,2022,K. Gowtham ,All-Rounder ,9000000.0, Lucknow Super Giants
242,2022,Dushmanta Chameera ,Bowler ,20000000.0, Lucknow Super Giants
243,2022,Shahbaz Nadeem ,Bowler ,5000000.0, Lucknow Super Giants
244,2022,Manan Vohra ,Batsman ,2000000.0, Lucknow Super Giants
245,2022,Evin Lewis ,Batsman ,20000000.0, Lucknow Super Giants
246,2022,Mohsin Khan ,Bowler ,2000000.0, Lucknow Super Giants
247,2022,Mayank Yadav ,Bowler ,2000000.0, Lucknow Super Giants
248,2022,Ayush Badoni ,All-Rounder ,2000000.0, Lucknow Super Giants
249,2022,Kyle Mayers ,All-Rounder ,5000000.0, Lucknow Super Giants
250,2022,Karan Sharma ,All-Rounder ,2000000.0, Lucknow Super Giants
251,2022,Jason Holder ,All-Rounder ,87500000.0, Lucknow Super Giants
252,2022,Deepak Hooda ,All-Rounder ,57500000.0, Lucknow Super Giants
253,2022,Ishan Kishan ,Wicket Keeper ,152500000.0, Mumbai Indians
254,2022,Dewald Brevis ,Batsman ,30000000.0, Mumbai Indians
255,2022,Anmolpreet Singh ,Batsman ,2000000.0, Mumbai Indians
256,2022,Basil Thampi ,Bowler ,3000000.0, Mumbai Indians
257,2022,Murugan Ashwin ,Bowler ,16000000.0, Mumbai Indians
258,2022,Jaydev Unadkat ,Bowler ,13000000.0, Mumbai Indians
259,2022,Mayank Markande ,Bowler ,6500000.0, Mumbai Indians
260,2022,N. Tilak Varma ,All-Rounder ,17000000.0, Mumbai Indians
261,2022,Sanjay Yadav ,All-Rounder ,5000000.0, Mumbai Indians
262,2022,Jofra Archer ,All-Rounder ,80000000.0, Mumbai Indians
263,2022,Daniel Sams ,All-Rounder ,26000000.0, Mumbai Indians
264,2022,Tymal Mills ,Bowler ,15000000.0, Mumbai Indians
265,2022,Tim David ,All-Rounder ,82500000.0, Mumbai Indians
266,2022,Ramandeep  Singh ,All-Rounder ,2000000.0, Mumbai Indians
267,2022,Aryan Juyal ,Wicket Keeper ,2000000.0, Mumbai Indians
268,2022,Fabian Allen ,All-Rounder ,7500000.0, Mumbai Indians
269,2022,Riley Meredith ,Bowler ,10000000.0, Mumbai Indians
270,2022,Rahul Buddhi ,Batsman ,2000000.0, Mumbai Indians
271,2022,Hrithik Shokeen ,All-Rounder ,2000000.0, Mumbai Indians
272,2022,Mohd. Arshad Khan ,All-Rounder ,2000000.0, Mumbai Indians
273,2022,Arjun  Tendulkar ,All-Rounder ,3000000.0, Mumbai Indians
274,2022,Shikhar Dhawan ,Batsman ,82500000.0, Punjab Kings
275,2022,Kagiso Rabada ,Bowler ,92500000.0, Punjab Kings
276,2022,Jonny Bairstow  ,Wicket Keeper ,67500000.0, Punjab Kings
277,2022,Rahul Chahar ,Bowler ,52500000.0, Punjab Kings
278,2022,Harpreet  Brar ,All-Rounder ,38000000.0, Punjab Kings
279,2022,Shahrukh Khan ,All-Rounder ,90000000.0, Punjab Kings
280,2022,Jitesh Sharma ,Wicket Keeper ,2000000.0, Punjab Kings
281,2022,Prabhsimran Singh ,Wicket Keeper ,6000000.0, Punjab Kings
282,2022,Ishan Porel ,Bowler ,2500000.0, Punjab Kings
283,2022,Liam Livingstone ,All-Rounder ,115000000.0, Punjab Kings
284,2022,Odean Smith ,All-Rounder ,60000000.0, Punjab Kings
285,2022,Sandeep Sharma ,Bowler ,5000000.0, Punjab Kings
286,2022,Raj Angad Bawa ,All-Rounder ,20000000.0, Punjab Kings
287,2022,Rishi Dhawan ,All-Rounder ,5500000.0, Punjab Kings
288,2022,Nathan Ellis ,Bowler ,7500000.0, Punjab Kings
289,2022,Prerak Mankad ,All-Rounder ,2000000.0, Punjab Kings
290,2022,Atharva Taide ,All-Rounder ,2000000.0, Punjab Kings
291,2022,Vaibhav Arora ,Bowler ,20000000.0, Punjab Kings
292,2022,Bhanuka Rajapaksa ,Batsman ,5000000.0, Punjab Kings
293,2022,Benny Howell ,All-Rounder ,4000000.0, Punjab Kings
294,2022,Writtick Chatterjee ,All-Rounder ,2000000.0, Punjab Kings
295,2022,Baltej Dhanda ,Bowler ,2000000.0, Punjab Kings
296,2022,Ansh Patel ,All-Rounder ,2000000.0, Punjab Kings
297,2022,R. Ashwin ,All-Rounder ,50000000.0, Rajasthan Royals
298,2022,Trent Boult ,Bowler ,80000000.0, Rajasthan Royals
299,2022,Shimron Hetmyer ,Batsman ,85000000.0, Rajasthan Royals
300,2022,Devdutt Padikkal ,Batsman ,77500000.0, Rajasthan Royals
301,2022,Prasidh Krishna ,Bowler ,100000000.0, Rajasthan Royals
302,2022,Yuzvendra Chahal ,Bowler ,65000000.0, Rajasthan Royals
303,2022,Riyan Parag ,All-Rounder ,38000000.0, Rajasthan Royals
304,2022,K.C Cariappa ,Bowler ,3000000.0, Rajasthan Royals
305,2022,James Neesham ,All-Rounder ,15000000.0, Rajasthan Royals
306,2022,Nathan Coulter-Nile ,Bowler ,20000000.0, Rajasthan Royals
307,2022,Navdeep Saini ,Bowler ,26000000.0, Rajasthan Royals
308,2022,Kuldeep  Sen ,Bowler ,2000000.0, Rajasthan Royals
309,2022,Karun Nair ,Batsman ,14000000.0, Rajasthan Royals
310,2022,Rassie Van Der Dussen ,Batsman ,10000000.0, Rajasthan Royals
311,2022,Daryl Mitchell ,All-Rounder ,7500000.0, Rajasthan Royals
312,2022,Obed Mccoy ,Bowler ,7500000.0, Rajasthan Royals
313,2022,Dhruv Jurel ,Wicket Keeper ,2000000.0, Rajasthan Royals
314,2022,Tejas Baroka ,Bowler ,2000000.0, Rajasthan Royals
315,2022,Kuldip Yadav ,Bowler ,2000000.0, Rajasthan Royals
316,2022,Shubham Garhwal ,All-Rounder ,2000000.0, Rajasthan Royals
317,2022,Anunay Singh ,All-Rounder ,2000000.0, Rajasthan Royals
318,2022,Faf Du Plessis ,Batsman ,70000000.0, Royal Challengers Bangalore
319,2022,Wanindu Hasaranga ,All-Rounder ,107500000.0, Royal Challengers Bangalore
320,2022,Harshal Patel ,All-Rounder ,107500000.0, Royal Challengers Bangalore
321,2022,Dinesh  Karthik ,Wicket Keeper ,55000000.0, Royal Challengers Bangalore
322,2022,Josh Hazlewood  ,Bowler ,77500000.0, Royal Challengers Bangalore
323,2022,Shahbaz Ahamad ,All-Rounder ,24000000.0, Royal Challengers Bangalore
324,2022,Anuj Rawat ,Wicket Keeper ,34000000.0, Royal Challengers Bangalore
325,2022,Akash  Deep  ,Bowler ,2000000.0, Royal Challengers Bangalore
326,2022,Karn Sharma ,Bowler ,5000000.0, Royal Challengers Bangalore
327,2022,Mahipal Lomror ,All-Rounder ,9500000.0, Royal Challengers Bangalore
328,2022,Finn Allen ,Batsman ,8000000.0, Royal Challengers Bangalore
329,2022,Sherfane Rutherford ,All-Rounder ,10000000.0, Royal Challengers Bangalore
330,2022,Jason Behrendorff ,Bowler ,7500000.0, Royal Challengers Bangalore
331,2022,Siddharth  Kaul ,Bowler ,7500000.0, Royal Challengers Bangalore
332,2022,Suyash Prabhudessai ,All-Rounder ,3000000.0, Royal Challengers Bangalore
333,2022,Luvnith Sisodia ,Wicket Keeper ,2000000.0, Royal Challengers Bangalore
334,2022,Chama Milind ,Bowler ,2500000.0, Royal Challengers Bangalore
335,2022,Aneeshwar Gautam ,All-Rounder ,2000000.0, Royal Challengers Bangalore
336,2022,David Willey  ,All-Rounder ,20000000.0, Royal Challengers Bangalore
337,2022,Washington Sundar ,All-Rounder ,87500000.0, Sunrisers Hyderabad
338,2022,Nicholas Pooran ,Wicket Keeper ,107500000.0, Sunrisers Hyderabad
339,2022,Bhuvneshwar Kumar ,Bowler ,42000000.0, Sunrisers Hyderabad
340,2022,T. Natarajan ,Bowler ,40000000.0, Sunrisers Hyderabad
341,2022,Priyam  Garg ,Batsman ,2000000.0, Sunrisers Hyderabad
342,2022,Rahul Tripathi ,Batsman ,85000000.0, Sunrisers Hyderabad
343,2022,Abhishek Sharma ,All-Rounder ,65000000.0, Sunrisers Hyderabad
344,2022,Vishnu Vinod ,Wicket Keeper ,5000000.0, Sunrisers Hyderabad
345,2022,Kartik Tyagi ,Bowler ,40000000.0, Sunrisers Hyderabad
346,2022,Shreyas Gopal ,Bowler ,7500000.0, Sunrisers Hyderabad
347,2022,Jagadeesha Suchith ,Bowler ,2000000.0, Sunrisers Hyderabad
348,2022,Aiden Markram ,Batsman ,26000000.0, Sunrisers Hyderabad
349,2022,Marco Jansen ,All-Rounder ,42000000.0, Sunrisers Hyderabad
350,2022,Romario Shepherd ,All-Rounder ,77500000.0, Sunrisers Hyderabad
351,2022,Glenn Phillips ,Wicket Keeper ,15000000.0, Sunrisers Hyderabad
352,2022,Fazalhaq Farooqi ,Bowler ,5000000.0, Sunrisers Hyderabad
353,2022,Sean Abbott ,Bowler ,24000000.0, Sunrisers Hyderabad
354,2022,R Samarth ,Batsman ,2000000.0, Sunrisers Hyderabad
355,2022,Shashank Singh ,All-Rounder ,2000000.0, Sunrisers Hyderabad
